[4/17/23 11:03AM] Entropy used command ::refer fpk merk | Player rights = PLAYER	
[4/22/23 11:32AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 11:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 11:34AM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 11:55AM] Entropy used command ::perks | Player rights = HELPER	
[4/22/23 11:58AM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 12:00PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:00PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:00PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 12:06PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 12:09PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 12:11PM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 12:13PM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 12:15PM] Entropy used command ::yell tyty | Player rights = HELPER	
[4/22/23 12:23PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:30PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 12:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 12:38PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:39PM] Entropy used command ::Bank | Player rights = HELPER	
[4/22/23 12:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:59PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 01:03PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:04PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:05PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:06PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:08PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:09PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:09PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:10PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:11PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:12PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:13PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::banl | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:15PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:16PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:21PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:22PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:25PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:25PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:26PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:30PM] Entropy used command ::voteboss | Player rights = HELPER	
[4/22/23 01:32PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:33PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:33PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:33PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:34PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:35PM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 01:35PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:36PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:36PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:36PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:37PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:37PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:37PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:37PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:38PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:39PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:01PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:03PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 02:04PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:06PM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 02:11PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:12PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:16PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:22PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:26PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 02:31PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 02:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 02:35PM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 02:36PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:38PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:38PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:39PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:40PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:44PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:45PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:46PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:47PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:47PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:47PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:53PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:56PM] Entropy used command ::perks | Player rights = HELPER	
[4/22/23 02:56PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 02:57PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:59PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 02:59PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 03:05PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:08PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:09PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:09PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:22PM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 03:23PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:23PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:26PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:26PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:29PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:29PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:29PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 03:34PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 03:35PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:42PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:51PM] Entropy used command ::dropoff | Player rights = HELPER	
[4/22/23 03:51PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:52PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:53PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 03:55PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:56PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:56PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:57PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 03:57PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 04:05PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:12PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:13PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:14PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:16PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:18PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:20PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:22PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:23PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:23PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:27PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:28PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:31PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 04:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 04:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 04:35PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:36PM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 04:37PM] Entropy used command ::voteboss | Player rights = HELPER	
[4/22/23 04:37PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:38PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:38PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:41PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:41PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:41PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:41PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:42PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:42PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:42PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:43PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:44PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:44PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:44PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:45PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:48PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:48PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:49PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:50PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:51PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:51PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:52PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:53PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:53PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:54PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 04:54PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:54PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 04:59PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:02PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 05:03PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 05:13PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:14PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 05:17PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 05:20PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:24PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:29PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:29PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:30PM] Entropy used command ::store | Player rights = HELPER	
[4/22/23 05:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 05:33PM] Entropy used command ::store | Player rights = HELPER	
[4/22/23 05:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 05:34PM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 05:35PM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 05:36PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 05:38PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:38PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 05:38PM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 05:38PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 05:42PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:42PM] Entropy used command ::store | Player rights = HELPER	
[4/22/23 05:42PM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 05:43PM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 05:43PM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 05:45PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 05:56PM] Entropy used command ::collection | Player rights = HELPER	
[4/22/23 07:22PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 07:24PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 07:31PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 07:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 07:34PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 07:35PM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 07:39PM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 07:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 07:59PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 08:02PM] Entropy used command ::noble | Player rights = HELPER	
[4/22/23 08:05PM] Entropy used command ::store | Player rights = HELPER	
[4/22/23 08:08PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 08:11PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 08:26PM] Entropy used command ::store | Player rights = HELPER	
[4/22/23 08:33PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 08:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 08:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 08:35PM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 08:45PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:00PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 09:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 09:35PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:49PM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 09:53PM] Entropy used command ::store | Player rights = HELPER	
[4/22/23 09:54PM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 10:11PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 10:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 10:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 11:07PM] Entropy used command ::voteboss | Player rights = HELPER	
[4/22/23 11:11PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:11PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 11:25PM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 11:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 11:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 11:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 11:35PM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 11:39PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:43PM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 11:44PM] Entropy used command ::dropoff | Player rights = HELPER	
[4/22/23 11:45PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:46PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:46PM] Entropy used command ::dropoff | Player rights = HELPER	
[4/22/23 11:46PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:18AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 12:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 12:34AM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 12:48AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:49AM] Entropy used command ::store | Player rights = HELPER	
[4/23/23 12:50AM] Entropy used command ::vboss | Player rights = HELPER	
[4/23/23 01:03AM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 01:04AM] Entropy used command ::perks | Player rights = HELPER	
[4/23/23 01:13AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 01:32AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 01:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 01:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 01:54AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 02:04AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 02:05AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:33AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:36AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:36AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:39AM] Entropy used command ::vote | Player rights = HELPER	
[4/23/23 08:40AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/23/23 08:40AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/23/23 08:40AM] Entropy used command ::claimvotes | Player rights = HELPER	
[4/23/23 08:40AM] Entropy used command ::reward 1 all | Player rights = HELPER	
[4/23/23 08:44AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:45AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:46AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:48AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 08:50AM] Entropy used command ::maxhit | Player rights = HELPER	
[4/23/23 09:05AM] Entropy used command ::perk | Player rights = HELPER	
[4/23/23 09:06AM] Entropy used command ::perks | Player rights = HELPER	
[4/23/23 09:08AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 09:09AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 09:15AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 09:23AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 09:33AM] Entropy used command ::vboss | Player rights = HELPER	
[4/23/23 09:36AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/23/23 09:37AM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 09:37AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 09:37AM] Entropy used command ::reward 1 all | Player rights = HELPER	
[4/23/23 09:37AM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 09:38AM] Entropy used command ::golden | Player rights = HELPER	
[4/23/23 09:38AM] Entropy used command ::vboss | Player rights = HELPER	
[4/23/23 09:38AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 09:42AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 09:43AM] Entropy used command ::teleto onlyfans | Player rights = HELPER	
[4/23/23 09:44AM] Entropy used command ::vboss | Player rights = HELPER	
[4/23/23 09:46AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 09:54AM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 09:55AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 09:55AM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 09:55AM] Entropy used command ::golden | Player rights = HELPER	
[4/23/23 09:56AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 10:01AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 10:02AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:03AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 10:32AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:35AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:40AM] Entropy used command ::maxhit | Player rights = HELPER	
[4/23/23 10:47AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 10:49AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:53AM] Entropy used command ::vboss | Player rights = HELPER	
[4/23/23 10:53AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:54AM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 10:55AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 10:55AM] Entropy used command ::vboss | Player rights = HELPER	
[4/23/23 10:55AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:56AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:56AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:57AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 10:57AM] Entropy used command ::home | Player rights = HELPER	
[4/23/23 10:58AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:58AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 10:58AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 11:00AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 11:01AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 11:07AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 11:09AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 11:13AM] Entropy used command ::maxhit | Player rights = HELPER	
[4/23/23 11:13AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 11:16AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 11:19AM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 11:51AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 11:51AM] Entropy used command ::store | Player rights = HELPER	
[4/23/23 11:52AM] Entropy used command ::noble | Player rights = HELPER	
[4/23/23 11:53AM] Entropy used command ::teleto like my peep | Player rights = HELPER	
[4/23/23 11:54AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 11:54AM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 11:55AM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 11:55AM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 11:55AM] Entropy used command ::home | Player rights = HELPER	
[4/23/23 11:59AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 11:59AM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 12:00PM] Entropy used command ::golden | Player rights = HELPER	
[4/23/23 12:01PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:01PM] Entropy used command ::vboss | Player rights = HELPER	
[4/23/23 12:04PM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 12:05PM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 12:05PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:07PM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 12:10PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:12PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:13PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:16PM] Entropy used command ::dropoff | Player rights = HELPER	
[4/23/23 12:16PM] Entropy used command ::fewb | Player rights = HELPER	
[4/23/23 12:16PM] Entropy used command ::fewb | Player rights = HELPER	
[4/23/23 12:17PM] Entropy used command ::fewb | Player rights = HELPER	
[4/23/23 12:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 12:32PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 12:33PM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 12:34PM] Entropy used command ::golden | Player rights = HELPER	
[4/23/23 12:35PM] Entropy used command ::home | Player rights = HELPER	
[4/23/23 12:45PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:48PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 12:52PM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 01:00PM] Entropy used command ::dropoff | Player rights = HELPER	
[4/23/23 01:10PM] Entropy used command ::fewb | Player rights = HELPER	
[4/23/23 01:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 01:32PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 01:37PM] Entropy used command ::teleto ruthie | Player rights = HELPER	
[4/23/23 02:20PM] Entropy used command ::pos | Player rights = HELPER	
[4/23/23 03:01PM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 03:16PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 03:25PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 03:25PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 03:26PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 03:27PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 03:27PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 03:28PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 03:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 03:32PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 03:33PM] Entropy used command ::golden | Player rights = HELPER	
[4/23/23 04:01PM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 04:02PM] Entropy used command ::afk | Player rights = HELPER	
[4/23/23 04:11PM] Entropy used command ::store | Player rights = HELPER	
[4/23/23 04:14PM] Entropy used command ::store | Player rights = HELPER	
[4/23/23 04:17PM] Entropy used command ::claim | Player rights = HELPER	
[4/23/23 04:17PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 04:21PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 04:22PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 04:24PM] Entropy used command ::bank | Player rights = HELPER	
[4/23/23 04:30PM] Entropy used command ::dropoff | Player rights = HELPER	
[4/23/23 04:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/23/23 04:32PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/23/23 04:33PM] Entropy used command ::meruem | Player rights = HELPER	
[4/23/23 04:57PM] Entropy used command ::kick boms | Player rights = HELPER	
[4/23/23 05:21PM] Entropy used command ::staff | Player rights = HELPER	
