[4/17/23 12:57AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:58AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:59AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:01AM] PROGRESSION_ZONES|3037,10280,0|Said: Yoo 	
[4/17/23 01:01AM] (CC) Help. Said: Yooo 	
[4/17/23 01:02AM] (CC) Help. Said: Hey ruthie :) 	
[4/17/23 01:02AM] (CC) Help. Said: K doin it now	
[4/17/23 01:04AM] VBOSS|2980,2771,0|Said: There we go :) 	
[4/17/23 01:11AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/17/23 08:34PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 08:35PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 08:58PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 09:01PM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 09:06PM] Redx12 received x1 Emerald Chaps from Emerald Slayer!	
[4/17/23 09:09PM] Redx12 received x1 Emerald Body from Emerald Slayer!	
[4/17/23 09:28PM] GLOBAL_BOSS|2144,5020,8|Said: Yoo :) 	
[4/17/23 09:28PM] GLOBAL_BOSS|2144,5020,8|Said: Got ya	
[4/17/23 09:29PM] GLOBAL_BOSS|2144,5020,8|Said: Gz ruth 	
[4/17/23 09:52PM] Has just redeemed a $10 Bond successfully!	
[4/17/23 10:03PM] Redx12 received x1 Gold Glaive from Golden Golem!	
[4/17/23 10:08PM] (CC) Help. Said: Think its like the collector ring suh 	
[4/17/23 10:08PM] (CC) Help. Said: The tickets have a "use" option	
[4/17/23 10:09PM] (CC) Help. Said: Like to put it on something 	
[4/17/23 10:09PM] (CC) Help. Said: Collector ring says "check ring charges" 	
[4/17/23 10:20PM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 10:41PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 10:45PM] (CC) Help. Said: Vboss	
[4/17/23 10:46PM] VBOSS|2980,2771,0|Said: No 	
[4/17/23 10:46PM] VBOSS|2980,2771,0|Said: Sadge	
[4/17/23 10:46PM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 10:46PM] Player dropping item: Vial, amount: 1	
[4/17/23 10:46PM] Player dropping item: Vial, amount: 1	
[4/17/23 10:50PM] Player bought 10946 x 5 from Kyle's pos shop for 135000 Billions	
[4/17/23 10:50PM] Player bought 10946 x 7 from Shaxx's pos shop for 210000 Billions	
[4/17/23 10:51PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 02:37PM] (CC) Help. Said: Gm all 	
[4/18/23 02:39PM] (CC) Help. Said: Examine the items 	
[4/18/23 02:39PM] (CC) Help. Said: Diff perk diff colors	
[4/18/23 02:42PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 02:50PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 02:53PM] Redx12 received x1 Zircon (Ranger) from Luffy!	
[4/18/23 02:54PM] (CC) Help. Said: Wooo 	
[4/18/23 02:54PM] (CC) Help. Said: Yoo 	
[4/18/23 02:54PM] (CC) Help. Said: 1.1 dmg mult too, pog	
[4/18/23 02:55PM] (CC) Help. Said: Coll ring still broke but now i have luffys ring so 	
[4/18/23 04:15PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 04:16PM] GLOBAL_BOSS|2139,5018,0|Said: Yooo 	
[4/18/23 04:16PM] GLOBAL_BOSS|2139,5018,0|Said: Just got double kill bow :) 	
[4/18/23 04:16PM] GLOBAL_BOSS|2139,5018,0|Said: Weird	
[4/18/23 04:16PM] GLOBAL_BOSS|2139,5018,0|Said: I dont think so? 	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: Maybe? 	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: Im there	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: :) 	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: I entered	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: Sadge	
[4/18/23 04:17PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: Almost $250 rank 	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: 236/250 	
[4/18/23 04:17PM] GLOBAL_BOSS|2139,5018,0|Said: Yee it looks sikc	
[4/18/23 04:18PM] GLOBAL_BOSS|2139,5018,0|Said: Sick	
[4/18/23 04:18PM] GLOBAL_BOSS|2139,5018,0|Said: All g 	
[4/18/23 04:18PM] GLOBAL_BOSS|2139,5018,0|Said: Oh the custom ones? 	
[4/18/23 04:21PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 04:36PM] ZONES1|2964,9495,64|Said: O shit 	
[4/18/23 04:36PM] Receiving item from trade with Ruthie Id: 15818, amount: 1	
[4/18/23 04:36PM] ZONES1|2964,9495,64|Said: Oooo i needed off hand 	
[4/18/23 04:37PM] ZONES1|2964,9495,64|Said: Tyy	
[4/18/23 04:37PM] ZONES1|2964,9495,64|Said: Was using zinq shield lol 	
[4/18/23 04:37PM] ZONES1|2964,9495,64|Said: With 1.0 dmg buff	
[4/18/23 04:37PM] ZONES1|2964,9495,64|Said: 1.1	
[4/18/23 04:37PM] Receiving item from trade with Ruthie Id: 11181, amount: 1	
[4/18/23 04:37PM] ZONES1|2964,9495,64|Said: Ty ty 	
[4/18/23 04:38PM] ZONES1|2964,9495,64|Said: Appreciate that 	
[4/18/23 04:38PM] ZONES1|2964,9495,64|Said: I got a 1.5 dmg buff perk on my helm :) 	
[4/18/23 04:40PM] ZONES1|2964,9495,64|Said: Bosses	
[4/18/23 04:42PM] GLOBAL_BOSS|2139,5018,0|Said: Gl gl	
[4/18/23 04:42PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 04:43PM] Player bought 10946 x 2 from A Fatality's pos shop for 80000 Billions	
[4/18/23 04:43PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 04:50PM] ZONES4|1642,5598,28|Said: :o	
[4/18/23 04:50PM] Receiving item from trade with Ruthie Id: 12610, amount: 1	
[4/18/23 04:50PM] ZONES4|1642,5598,28|Said: Tyy	
[4/18/23 04:50PM] ZONES4|1642,5598,28|Said: $3 from 250 rank so im finishin this log	
[4/18/23 04:54PM] Redx12 received x1 Doom Aura from Doomwatcher!	
[4/18/23 04:55PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 04:55PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/18/23 04:55PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/18/23 05:29PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 05:30PM] (CC) Help. Said: Ty 	
[4/18/23 05:31PM] VBOSS|2980,2771,0|Said: Wooo!	
[4/18/23 05:32PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 05:33PM] (CC) Help. Said: Ty ty	
[4/18/23 05:34PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 05:35PM] ZONES1|2964,9492,68|Said: :golden	
[4/18/23 05:39PM] Has just redeemed a $10 Bond successfully!	
[4/18/23 05:39PM] Has just redeemed a $10 Bond successfully!	
[4/18/23 05:39PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 05:40PM] (CC) Help. Said: Ty ty 	
[4/18/23 05:56PM] (CC) Help. Said: Ty ty 	
[4/18/23 06:04PM] (CC) Help. Said: Fpk merk	
[4/18/23 06:10PM] Redx12 received x1 Rogue Boots from Sasuke!	
[4/18/23 06:13PM] Gave item in trade to Cidx. Id: 21047, amount: 1	
[4/18/23 06:13PM] Gave item in trade to Cidx. Id: 21029, amount: 1	
[4/18/23 06:14PM] Gave item in trade to Cidx. Id: 15818, amount: 1	
[4/18/23 06:18PM] Redx12 received x1 Rogue Body from Sasuke!	
[4/18/23 06:20PM] Gave item in trade to Cidx. Id: 17596, amount: 1	
[4/18/23 06:20PM] Gave item in trade to Cidx. Id: 15888, amount: 1	
[4/18/23 06:20PM] ZONES1|2969,9489,72|Said: :) 	
[4/18/23 06:30PM] Redx12 received x1 Rogue Legs from Sasuke!	
[4/18/23 06:32PM] Gave item in trade to Cidx. Id: 22125, amount: 1	
[4/18/23 06:43PM] Gave item in trade to Cidx. Id: 10887, amount: 1	
[4/18/23 06:43PM] Gave item in trade to Cidx. Id: 14050, amount: 1	
[4/18/23 06:44PM] Gave item in trade to Cidx. Id: 11181, amount: 1	
[4/18/23 06:44PM] Gave item in trade to Cidx. Id: 1485, amount: 1	
[4/18/23 06:46PM] Gave item in trade to Cidx. Id: 23049, amount: 1	
[4/18/23 06:47PM] Gave item in trade to Cidx. Id: 23093, amount: 1	
[4/18/23 06:47PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 06:50PM] (CC) Help. Said: Gotta be 115 pray to use sov? 	
[4/18/23 06:57PM] (CC) Help. Said: Ty for perk! 	
[4/18/23 06:59PM] VBOSS|2980,2771,0|Said: Gl gl 	
[4/18/23 07:01PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 07:23PM] CUSTOMINI|2567,2577,12|Said: Yooo	
[4/18/23 07:32PM] (CC) Help. Said: Completing kc for achieves	
[4/18/23 07:33PM] (CC) Help. Said: Kill zinq for collect neck 	
[4/18/23 07:33PM] (CC) Help. Said: He means bills but yee	
[4/18/23 07:45PM] Redx12 received x1 X1.5 Damage Perk from Golden Great Ape!	
[4/18/23 07:46PM] GLOBAL_BOSS|2137,5018,0|Said: Fuckkkk yea	
[4/18/23 07:46PM] GLOBAL_BOSS|2137,5018,0|Said: Doubled	
[4/18/23 07:46PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 07:46PM] GLOBAL_BOSS|2141,5010,0|Said: Lol still cool 	
[4/18/23 07:46PM] GLOBAL_BOSS|2141,5010,0|Said: :d	
[4/18/23 07:46PM] GLOBAL_BOSS|2141,5010,0|Said: Ty 	
[4/18/23 07:47PM] GLOBAL_BOSS|2141,5010,0|Said: Wym? 	
[4/18/23 07:55PM] (CC) Help. Said: Rich boi 	
[4/18/23 08:09PM] (CC) Help. Said: What does golem pet do? just got it :) 	
[4/18/23 08:09PM] (CC) Help. Said: Ty	
[4/18/23 08:09PM] (CC) Help. Said: Pog	
[4/18/23 08:10PM] (CC) Help. Said: Ty ty	
[4/18/23 08:14PM] GLOBAL_BOSS|2136,5015,8|Said: Nah it gone	
[4/18/23 08:15PM] GLOBAL_BOSS|2136,5015,8|Said: Gzz	
[4/18/23 08:20PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/18/23 08:20PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/18/23 08:47PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 08:52PM] (CC) Help. Said: Gzz	
[4/18/23 08:53PM] Player bought 23020 x 5 from Nadez's pos shop for 175000 Billions	
[4/18/23 08:55PM] (CC) Help. Said: Lava for afk ticks	
[4/18/23 08:57PM] (CC) Help. Said: Tyy	
[4/18/23 09:39PM] Redx12 received x1 Gorvek Pet from Gorvek!	
[4/18/23 09:46PM] Redx12 received x1 $25 Bond from Nine Tails!	
[4/18/23 09:46PM] GLOBAL_BOSS|2137,5015,12|Said: Dayumm gz	
[4/18/23 09:46PM] Has just redeemed a $25 Bond successfully!	
[4/18/23 09:46PM] Has just redeemed a $25 Bond successfully!	
[4/18/23 09:52PM] Player bought 22135 x 1 from Zshana's pos shop for 46000 Billions	
[4/18/23 10:20PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 10:23PM] Has just redeemed a $25 Bond successfully!	
[4/18/23 10:23PM] Has just redeemed a $25 Bond successfully!	
[4/18/23 10:23PM] DEFAULT|2585,2602,20|Said: 1/ty	
[4/18/23 10:23PM] (CC) Help. Said: Ty	
[4/18/23 10:23PM] DEFAULT|2585,2602,20|Said: Bommmmm	
[4/18/23 10:23PM] (CC) Help. Said: Okmggg	
[4/18/23 10:23PM] (CC) Help. Said: Omggg	
[4/18/23 10:23PM] (CC) Help. Said: First one	
[4/18/23 10:23PM] (CC) Help. Said: #20	
[4/18/23 10:23PM] Has just redeemed a $25 Bond successfully!	
[4/18/23 10:23PM] Has just redeemed a $25 Bond successfully!	
[4/18/23 10:24PM] DEFAULT|2585,2602,20|Said: Tyyy	
[4/18/23 10:24PM] (CC) Help. Said: Tyyyy	
[4/18/23 10:24PM] (CC) Help. Said: Pffft 	
[4/18/23 10:24PM] (CC) Help. Said: Lol	
[4/18/23 10:24PM] (CC) Help. Said: Used em all 	
[4/18/23 10:24PM] (CC) Help. Said: 100 voting	
[4/18/23 10:24PM] (CC) Help. Said: Achieve	
[4/18/23 10:34PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/18/23 10:43PM] GLOBAL_BOSS|2141,5020,12|Said: 400k in my pos 	
[4/18/23 10:43PM] GLOBAL_BOSS|2141,5020,12|Said: Xd	
[4/18/23 10:45PM] (CC) Help. Said: Gzz	
[4/18/23 10:46PM] GLOBAL_BOSS|2141,5019,4|Said: Lol	
[4/18/23 10:46PM] GLOBAL_BOSS|2141,5019,4|Said: I got one earlier first box 	
[4/18/23 10:46PM] GLOBAL_BOSS|2141,5019,4|Said: Got gracious box from voting 100 times	
[4/18/23 10:46PM] GLOBAL_BOSS|2141,5019,4|Said: Got 3 goodiebags	
[4/18/23 10:46PM] GLOBAL_BOSS|2141,5019,4|Said: Got owner cape first pull 	
[4/18/23 10:49PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 10:52PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 11:00PM] Redx12 received x1 Nite Hammer Off-Hand from Dragonite!	
[4/18/23 11:41PM] GLOBAL_BOSS|2139,5016,12|Said: Glgl	
[4/19/23 12:01AM] (CC) Help. Said: Gzz	
[4/19/23 12:11AM] Player sold 19886 x 1 to Darkvi for 35000 Billions in their pos shop	
[4/19/23 12:13AM] Played claimed 35K Billions from pos	
[4/19/23 12:23AM] (CC) Help. Said: Gzz	
[4/19/23 12:42AM] (CC) Help. Said: Im streaming on yotube - redx12	
[4/19/23 12:42AM] (CC) Help. Said: Its all recorded	
[4/19/23 12:42AM] (CC) Help. Said: Np	
[4/19/23 12:43AM] (CC) Help. Said: Well we got it all recorded! 	
[4/19/23 12:43AM] (CC) Help. Said: Exposeedddd	
[4/19/23 12:43AM] (CC) Help. Said: Kekw	
[4/19/23 12:45AM] (CC) Help. Said: Im tryin! 	
[4/19/23 12:45AM] (CC) Help. Said: Lol 	
[4/19/23 12:54AM] GLOBAL_BOSS|2142,5014,4|Said: Scrolls count	
[4/19/23 12:55AM] GLOBAL_BOSS|2142,5014,4|Said: When u use them 	
[4/19/23 12:58AM] GLOBAL_BOSS|2142,5014,4|Said: Ohhhh	
[4/19/23 12:58AM] GLOBAL_BOSS|2142,5014,4|Said: Pog	
[4/19/23 12:59AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 12:59AM] GLOBAL_BOSS|2142,5014,4|Said: :oooo	
[4/19/23 12:59AM] Has just redeemed a $25 Bond successfully!	
[4/19/23 12:59AM] Has just redeemed a $25 Bond successfully!	
[4/19/23 12:59AM] Has just redeemed a $25 Bond successfully!	
[4/19/23 12:59AM] (CC) Help. Said: Diamond rankkkkk	
[4/19/23 01:00AM] (CC) Help. Said: No 2nd cape	
[4/19/23 01:00AM] (CC) Help. Said: I didnt abuse bro	
[4/19/23 01:00AM] (CC) Help. Said: Im streamin member	
[4/19/23 01:00AM] (CC) Help. Said: Got 2 gracious box from boss	
[4/19/23 01:00AM] (CC) Help. Said: 3 owner goodiebags	
[4/19/23 01:00AM] (CC) Help. Said: Haha	
[4/19/23 01:01AM] (CC) Help. Said: Sad	
[4/19/23 01:01AM] (CC) Help. Said: Well im gonna keep playin an streamin it	
[4/19/23 01:02AM] (CC) Help. Said: Reloggin for rank 	
[4/19/23 01:02AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 01:02AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 01:20AM] (CC) Help. Said: Yo 	
[4/19/23 01:29AM] (CC) Help. Said: All my progress is bein recorded so 	
[4/19/23 01:29AM] (CC) Help. Said: I aint worried :) 	
[4/19/23 01:32AM] (CC) Help. Said: You still abusing. streamin on youtube - redx12 	
[4/19/23 01:33AM] (CC) Help. Said: Dont lump people in with you dude.	
[4/19/23 01:33AM] (CC) Help. Said: When did i threaten someone? 	
[4/19/23 01:34AM] (CC) Help. Said: I said "dont lump people in with you" as in, tryin to get people to abuse.	
[4/19/23 01:34AM] (CC) Help. Said: Abuse.	
[4/19/23 01:37AM] Gave item in trade to Payne. Id: 23144, amount: 1	
[4/19/23 02:10AM] (CC) Help. Said: Gl	
[4/19/23 02:14AM] (CC) Help. Said: Not me 	
[4/19/23 02:16AM] (CC) Help. Said: Roll all the people that abused back to starters 	
[4/19/23 02:16AM] (CC) Help. Said: Kekw	
[4/19/23 02:16AM] (CC) Help. Said: Sit	
[4/19/23 02:16AM] (CC) Help. Said: Make them all start over	
[4/19/23 02:17AM] (CC) Help. Said: I think my ideas better than a rollback lol if they can see in logs who 	
[4/19/23 02:17AM] (CC) Help. Said: Decided to abuse.	
[4/19/23 02:18AM] (CC) Help. Said: Idk how it works here but i member when people in wow would abuse and	
[4/19/23 02:18AM] (CC) Help. Said: Those whole guilds got suspended	
[4/19/23 02:18AM] (CC) Help. Said: Was all logged	
[4/19/23 02:18AM] (CC) Help. Said: But even in private wow servers	
[4/19/23 02:18AM] (CC) Help. Said: Its all logged	
[4/19/23 02:18AM] (CC) Help. Said: I mean	
[4/19/23 02:19AM] (CC) Help. Said: They can just reset all those people to starter acc's with nothing kekw	
[4/19/23 02:19AM] (CC) Help. Said: Kekkkkw	
[4/19/23 02:20AM] (CC) Help. Said: They can see who really donated 	
[4/19/23 02:20AM] (CC) Help. Said: For sure 	
[4/19/23 02:22AM] (CC) Help. Said: I dont remember but did jagex do a rollback for the t-bow bush? no	
[4/19/23 02:22AM] (CC) Help. Said: Right? they just took them all out the game 	
[4/19/23 02:22AM] (CC) Help. Said: And smacked people	
[4/19/23 02:24AM] (CC) Help. Said: Gz	
[4/19/23 02:24AM] (CC) Help. Said: Wym?	
[4/19/23 02:24AM] (CC) Help. Said: Ruthie is a helper an grinder	
[4/19/23 02:25AM] (CC) Help. Said: Yee ofc	
[4/19/23 02:49AM] (CC) Help. Said: Gzz	
[4/19/23 02:51AM] (CC) Help. Said: Gzzz	
[4/19/23 02:51AM] (CC) Help. Said: Darn 	
[4/19/23 02:53AM] Redx12 received x1 Lust Staff from Zorbak!	
[4/19/23 02:53AM] Redx12 received x1 Lust Legging from Zorbak!	
[4/19/23 03:00AM] (CC) Help. Said: Yoo 	
[4/19/23 03:01AM] (CC) Help. Said: Sup peep :) 	
[4/19/23 03:09AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 05:23AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 05:24AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 05:37AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 05:42AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 05:42AM] DEFAULT|2223,3751,0|Said: K3	
[4/19/23 05:42AM] DEFAULT|2223,3751,0|Said: Brb	
[4/19/23 06:28AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 06:36AM] Receiving item from trade with Ruthie Id: 8273, amount: 1	
[4/19/23 06:37AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 06:38AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 07:23AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 07:34AM] (CC) Help. Said: Ty	
[4/19/23 07:42AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 07:43AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 07:46AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 07:46AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 07:48AM] Receiving item from trade with Like My Peep Id: 10946, amount: 20	
[4/19/23 07:48AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 07:53AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 07:54AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 08:09AM] Redx12 received x1 Demonlord Legs from Ag'Thomoth!	
[4/19/23 08:18AM] Redx12 received x1 Demonlord Legs from Ag'Thomoth!	
[4/19/23 08:20AM] Gave item in trade to Cidx. Id: 14186, amount: 1	
[4/19/23 08:34AM] Gave item in trade to Nobledefeat. Id: 23123, amount: 1	
[4/19/23 08:40AM] Receiving item from trade with Like My Peep Id: 14307, amount: 1	
[4/19/23 08:40AM] Receiving item from trade with Like My Peep Id: 14305, amount: 1	
[4/19/23 08:45AM] Gave item in trade to Cidx. Id: 23123, amount: 1	
[4/19/23 08:45AM] Gave item in trade to Cidx. Id: 15818, amount: 1	
[4/19/23 08:45AM] Gave item in trade to Cidx. Id: 22135, amount: 1	
[4/19/23 08:47AM] Gave item in trade to Cidx. Id: 23081, amount: 1	
[4/19/23 08:49AM] GLOBAL_BOSS|2135,5016,12|Said: Gz	
[4/19/23 08:58AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 09:07AM] Receiving item from trade with Ruthie Id: 22133, amount: 1	
[4/19/23 09:07AM] DEFAULT|2228,3726,0|Said: Tyy	
[4/19/23 09:07AM] DEFAULT|2228,3726,0|Said: K3	
[4/19/23 09:09AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 09:11AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 09:13AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/19/23 09:18AM] (CC) Help. Said: Fpk merk	
[4/19/23 09:19AM] GLOBAL_BOSS|2142,5017,0|Said: Gzzz	
[4/19/23 09:19AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 09:19AM] Has just redeemed a $10 Bond successfully!	
[4/19/23 09:19AM] Has just redeemed a $10 Bond successfully!	
[4/19/23 09:26AM] Redx12 received x1 Demonlord Boots from Ag'Thomoth!	
[4/19/23 09:30AM] Receiving item from trade with Olliv1125 Id: 14184, amount: 1	
[4/19/23 09:33AM] Redx12 received x1 Demonlord Boots from Ag'Thomoth!	
[4/19/23 09:36AM] Gave item in trade to Cidx. Id: 14180, amount: 1	
[4/19/23 09:47AM] Redx12 received x1 Rune platebody (h3) from Lilinryss!	
[4/19/23 09:53AM] Gave item in trade to Cidx. Id: 19489, amount: 1	
[4/19/23 10:08AM] Redx12 received x1 Lili Helm from Lilinryss!	
[4/19/23 10:42AM] (CC) Help. Said: Yee	
[4/19/23 10:45AM] GLOBAL_BOSS|2138,5015,8|Said: Gzz	
[4/19/23 11:15AM] (CC) Help. Said: Ty	
[4/19/23 11:17AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 11:21AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 11:35AM] CUSTOMINI|2571,2577,92|Said: Ill give bakc when u get back k3	
[4/19/23 11:35AM] Receiving item from trade with Ruthie Id: 9478, amount: 1	
[4/19/23 11:35AM] Receiving item from trade with Ruthie Id: 22142, amount: 1	
[4/19/23 11:35AM] Receiving item from trade with Ruthie Id: 23049, amount: 1	
[4/19/23 11:42AM] (CC) Help. Said: Ty ty 	
[4/19/23 11:43AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 11:46AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 11:47AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 12:09PM] (CC) Help. Said: Gzz	
[4/19/23 12:16PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 12:19PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 12:19PM] Has just redeemed a $10 Bond successfully!	
[4/19/23 12:19PM] Has just redeemed a $10 Bond successfully!	
[4/19/23 12:46PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 12:50PM] Redx12 received x1 Tyrant Wings from Tyrant Lord!	
[4/19/23 01:16PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 01:20PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 01:21PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 01:23PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 01:23PM] VBOSS|2980,2771,0|Said: Gzzz	
[4/19/23 01:45PM] GLOBAL_BOSS|2139,5018,8|Said: Gzz	
[4/19/23 01:56PM] Gave item in trade to Olliv1125. Id: 14200, amount: 1	
[4/19/23 01:56PM] Receiving item from trade with Olliv1125 Id: 10835, amount: 202849	
[4/19/23 02:29PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 03:11PM] Redx12 received x1 Agumon Legs from Agumon!	
[4/19/23 03:17PM] Has just redeemed a $25 Bond successfully!	
[4/19/23 03:17PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 03:17PM] Has just redeemed a $10 Bond successfully!	
[4/19/23 03:18PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 03:20PM] Receiving item from trade with Nobledefeat Id: 15832, amount: 1	
[4/19/23 03:28PM] Redx12 received x1 Agumon Gloves from Agumon!	
[4/19/23 03:45PM] Receiving item from trade with Olliv1125 Id: 10835, amount: 305897	
[4/19/23 04:10PM] Redx12 received x1 White Body from White Beard!	
[4/19/23 04:16PM] GLOBAL_BOSS|2139,5018,12|Said: Gzzzz	
[4/19/23 04:45PM] Redx12 received x1 Marksman prayer scroll from Final Boss Veigar!	
[4/19/23 04:47PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 04:47PM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 04:48PM] Gave item in trade to Olliv1125. Id: 23168, amount: 1	
